Date,Open,High,Low,Close,Adj Close,Volume
2023-04-26,2896.949951171875,2916.449951171875,2888.050048828125,2910.0,2885.712158203125,569221
2023-04-27,2915.5,2920.0,2893.85009765625,2899.949951171875,2875.745849609375,599461
2023-04-28,2919.949951171875,2919.949951171875,2846.60009765625,2902.35009765625,2878.1259765625,1080665
2023-05-02,2910.949951171875,2933.699951171875,2893.0,2899.550048828125,2875.349365234375,663800
2023-05-03,2918.0,2962.39990234375,2897.0,2929.699951171875,2905.24755859375,1237193
2023-05-04,2948.0,2986.14990234375,2922.14990234375,2982.85009765625,2957.9541015625,1008540
2023-05-05,2971.0,3025.0,2951.050048828125,3012.949951171875,2987.802978515625,1326561
2023-05-08,3015.0,3035.699951171875,2993.0,3019.449951171875,2994.24853515625,941879
2023-05-09,3016.050048828125,3074.800048828125,3010.75,3034.800048828125,3009.470458984375,1025850
2023-05-10,3042.949951171875,3057.0,3018.89990234375,3041.39990234375,3016.015380859375,751851
2023-05-11,3052.050048828125,3156.14990234375,3031.5,3139.75,3113.544677734375,3229605
2023-05-12,3139.0,3179.75,3086.0,3131.10009765625,3104.966796875,1998170
2023-05-15,3134.199951171875,3168.0,3121.050048828125,3132.0,3105.859375,810281
2023-05-16,3132.0,3165.699951171875,3122.35009765625,3138.10009765625,3111.908203125,822404
2023-05-17,3136.0,3147.949951171875,3075.550048828125,3092.449951171875,3066.63916015625,835371
2023-05-18,3105.64990234375,3125.0,3093.25,3109.050048828125,3083.100830078125,498067
2023-05-19,3124.0,3127.949951171875,3068.050048828125,3084.449951171875,3058.7060546875,633262
2023-05-22,3070.0,3105.60009765625,3046.0,3084.89990234375,3059.15234375,659425
2023-05-23,3087.0,3127.949951171875,3085.0,3120.60009765625,3094.554443359375,581204
2023-05-24,3115.0,3133.14990234375,3098.0,3101.5,3075.61376953125,439465
2023-05-25,3101.5,3129.0,3086.0,3123.550048828125,3097.47998046875,500313
2023-05-26,3123.0,3136.949951171875,3111.75,3128.39990234375,3102.2890625,568249
2023-05-29,3147.199951171875,3155.0,3116.050048828125,3137.39990234375,3111.2138671875,535712
2023-05-30,3146.89990234375,3155.0,3127.550048828125,3144.39990234375,3118.15576171875,506026
2023-05-31,3151.949951171875,3219.35009765625,3136.449951171875,3192.949951171875,3166.30029296875,2349066
2023-06-01,3235.35009765625,3249.89990234375,3207.0,3240.699951171875,3213.65185546875,1104861
2023-06-02,3239.39990234375,3249.949951171875,3219.0,3237.25,3210.230712890625,781973
2023-06-05,3239.949951171875,3239.949951171875,3195.0,3199.75,3173.043701171875,492565
2023-06-06,3207.75,3238.89990234375,3195.0,3212.75,3185.935302734375,577698
2023-06-07,3217.0,3229.25,3206.25,3224.800048828125,3197.884765625,470038
2023-06-08,3220.0,3247.0,3193.0,3212.25,3185.439453125,561161
2023-06-09,3209.800048828125,3238.89990234375,3168.550048828125,3180.550048828125,3175.007568359375,1239045
2023-06-12,3185.199951171875,3202.35009765625,3151.14990234375,3194.75,3189.182861328125,1029156
2023-06-13,3210.0,3272.0,3205.14990234375,3262.85009765625,3257.164306640625,1598821
2023-06-14,3265.0,3289.89990234375,3253.0,3270.199951171875,3264.501220703125,741615
2023-06-15,3276.0,3304.0,3273.35009765625,3294.35009765625,3288.609375,806994
2023-06-16,3291.75,3322.0,3286.550048828125,3316.85009765625,3311.070068359375,984671
2023-06-19,3318.85009765625,3344.949951171875,3303.25,3309.699951171875,3303.932373046875,516915
2023-06-20,3315.0,3326.85009765625,3277.10009765625,3318.699951171875,3312.916748046875,866290
2023-06-21,3318.699951171875,3333.0,3300.0,3316.10009765625,3310.321533203125,742456
2023-06-22,3325.0,3326.85009765625,3242.449951171875,3248.050048828125,3242.389892578125,871640
2023-06-23,3265.0,3304.14990234375,3253.050048828125,3297.699951171875,3291.953369140625,1260659
2023-06-26,3295.0,3315.35009765625,3271.39990234375,3308.14990234375,3302.385009765625,592801
2023-06-27,3275.0,3344.5,3273.35009765625,3326.0,3320.2041015625,914141
2023-06-28,3326.0,3326.0,3326.0,3326.0,3320.2041015625,0
2023-06-30,3353.0,3449.60009765625,3343.75,3362.050048828125,3356.19140625,1436363
2023-07-03,3365.0,3379.949951171875,3337.199951171875,3358.699951171875,3352.84716796875,474224
2023-07-04,3358.699951171875,3387.0,3331.0,3347.699951171875,3341.8662109375,473663
2023-07-05,3351.35009765625,3400.0,3340.75,3374.39990234375,3368.519775390625,632406
2023-07-06,3410.0,3410.0,3367.800048828125,3399.39990234375,3393.47607421875,693995
2023-07-07,3385.0,3414.0,3337.14990234375,3343.699951171875,3337.873291015625,620761
2023-07-10,3345.0,3372.050048828125,3293.949951171875,3343.14990234375,3337.32421875,548838
2023-07-11,3349.949951171875,3399.949951171875,3345.0,3392.550048828125,3386.63818359375,772158
2023-07-12,3408.0,3414.39990234375,3362.25,3406.75,3400.8134765625,1025127
2023-07-13,3425.0,3425.0,3384.35009765625,3398.550048828125,3392.627685546875,750126
2023-07-14,3398.550048828125,3439.0,3387.0,3429.75,3423.773193359375,832843
2023-07-17,3429.75,3473.0,3425.0,3460.39990234375,3454.369873046875,817694
2023-07-18,3460.0,3523.0,3455.60009765625,3513.449951171875,3507.327392578125,962485
2023-07-19,3520.0,3530.0,3482.5,3514.64990234375,3508.525146484375,620289
2023-07-20,3510.050048828125,3535.0,3494.949951171875,3526.0,3519.85546875,589848
2023-07-21,3535.949951171875,3537.949951171875,3505.0,3517.699951171875,3511.570068359375,857975
2023-07-24,3506.0,3568.0,3498.5,3543.699951171875,3537.524658203125,680246
2023-07-25,3547.89990234375,3547.89990234375,3350.0,3400.39990234375,3394.474365234375,2555630
2023-07-26,3399.85009765625,3413.0,3365.0,3373.0,3367.122314453125,959076
2023-07-27,3390.0,3414.0,3351.0,3369.39990234375,3363.5283203125,874078
2023-07-28,3375.0,3399.0,3364.5,3390.699951171875,3384.791259765625,553750
2023-07-31,3323.199951171875,3388.0,3323.14990234375,3377.35009765625,3371.46484375,933890
2023-08-01,3372.0,3385.0,3338.0,3342.949951171875,3337.12451171875,698667
2023-08-02,3341.199951171875,3371.949951171875,3330.64990234375,3362.89990234375,3357.039794921875,857218
2023-08-03,3370.0,3379.949951171875,3317.949951171875,3336.35009765625,3330.5361328125,711067
2023-08-04,3338.14990234375,3373.300048828125,3323.0,3339.64990234375,3333.830322265625,519248
2023-08-07,3316.050048828125,3350.0,3316.0,3343.0,3337.174560546875,360358
2023-08-08,3343.0,3359.949951171875,3332.64990234375,3348.050048828125,3342.2158203125,500258
2023-08-09,3332.550048828125,3356.949951171875,3303.0,3331.0,3325.1953125,643222
2023-08-10,3310.0,3320.0,3230.0,3237.89990234375,3232.257568359375,1253219
2023-08-11,3237.89990234375,3248.949951171875,3180.0,3185.35009765625,3179.79931640625,919023
2023-08-14,3185.35009765625,3209.89990234375,3152.25,3202.60009765625,3197.019287109375,815534
2023-08-16,3194.89990234375,3208.85009765625,3176.89990234375,3194.050048828125,3188.484130859375,597686
2023-08-17,3223.89990234375,3224.0,3162.0,3183.25,3177.702880859375,873392
2023-08-18,3174.89990234375,3185.5,3155.0,3163.550048828125,3158.037353515625,592652
2023-08-21,3159.89990234375,3187.5,3152.14990234375,3182.300048828125,3176.754638671875,353330
2023-08-22,3198.60009765625,3198.60009765625,3171.0,3179.699951171875,3174.158935546875,377068
2023-08-23,3186.0,3196.0,3165.25,3168.800048828125,3163.278076171875,370811
2023-08-24,3185.0,3232.89990234375,3170.89990234375,3225.60009765625,3219.979248046875,1167742
2023-08-25,3224.89990234375,3265.0,3216.199951171875,3259.300048828125,3253.620361328125,1363431
2023-08-28,3264.949951171875,3272.0,3231.050048828125,3259.699951171875,3254.01953125,707315
2023-08-29,3261.0,3289.0,3255.050048828125,3285.699951171875,3279.974365234375,533163
2023-08-30,3301.300048828125,3302.85009765625,3276.39990234375,3294.699951171875,3288.95849609375,599080
2023-08-31,3300.050048828125,3302.0,3220.0,3256.10009765625,3250.426025390625,1601967
2023-09-01,3241.10009765625,3264.199951171875,3217.10009765625,3259.550048828125,3253.869873046875,650131
2023-09-04,3259.550048828125,3266.25,3216.10009765625,3235.550048828125,3229.911865234375,696213
2023-09-05,3245.0,3248.85009765625,3220.0,3223.300048828125,3217.68310546875,597022
2023-09-06,3209.0,3230.0,3195.0,3225.300048828125,3219.6796875,754106
2023-09-07,3225.300048828125,3253.75,3201.25,3246.35009765625,3240.693115234375,923108
2023-09-08,3250.550048828125,3263.050048828125,3232.0,3238.050048828125,3232.407470703125,395918
2023-09-11,3242.0,3265.0,3242.0,3259.39990234375,3253.719970703125,359345
2023-09-12,3260.0,3279.800048828125,3243.0,3256.85009765625,3251.1748046875,554905
2023-09-13,3245.0,3284.64990234375,3225.300048828125,3277.75,3272.0380859375,880907
2023-09-14,3282.0,3294.199951171875,3223.25,3240.25,3234.603515625,1102554
2023-09-15,3235.0,3240.0,3185.0,3196.64990234375,3191.079345703125,1568607
2023-09-18,3200.0,3229.89990234375,3190.0,3206.300048828125,3200.712646484375,673602
2023-09-20,3206.300048828125,3228.0,3195.0,3214.35009765625,3208.748779296875,901084
2023-09-21,3210.0,3261.199951171875,3180.550048828125,3244.199951171875,3238.546630859375,845739
2023-09-22,3234.949951171875,3283.60009765625,3221.14990234375,3274.85009765625,3269.143310546875,896521
2023-09-25,3272.300048828125,3334.800048828125,3271.14990234375,3323.25,3317.458984375,1422084
2023-09-26,3323.0,3324.89990234375,3260.35009765625,3292.800048828125,3287.06201171875,834560
2023-09-27,3288.0,3309.0,3271.699951171875,3301.800048828125,3296.04638671875,516326
2023-09-28,3281.800048828125,3289.0,3155.0,3170.35009765625,3164.825439453125,2104381
2023-09-29,3195.0,3195.0,3134.0,3161.050048828125,3155.54150390625,1550585
2023-10-03,3166.10009765625,3227.800048828125,3162.0,3166.85009765625,3161.33154296875,1219145
2023-10-04,3164.949951171875,3189.0,3151.35009765625,3169.89990234375,3164.3759765625,892584
2023-10-05,3210.0,3232.10009765625,3174.300048828125,3206.25,3200.662841796875,1002610
2023-10-06,3214.75,3217.0,3190.0,3195.75,3190.18115234375,814257
2023-10-09,3140.050048828125,3163.0,3132.699951171875,3152.800048828125,3147.305908203125,700012
2023-10-10,3150.0,3164.89990234375,3140.050048828125,3151.5,3146.00830078125,847367
2023-10-11,3169.0,3185.0,3152.050048828125,3163.89990234375,3158.386474609375,1025317
2023-10-12,3186.0,3188.5,3150.050048828125,3159.10009765625,3153.594970703125,992531
2023-10-13,3150.0,3172.0,3128.25,3148.800048828125,3143.31298828125,854688
2023-10-16,3124.0,3128.0,3096.10009765625,3112.050048828125,3106.626953125,853011
2023-10-17,3137.0,3137.0,3091.800048828125,3113.550048828125,3108.124267578125,792640
2023-10-18,3110.0,3115.199951171875,3090.0,3096.449951171875,3091.053955078125,481985
2023-10-19,3087.699951171875,3110.89990234375,3076.10009765625,3101.800048828125,3096.394775390625,568124
2023-10-20,3092.5,3115.10009765625,3064.550048828125,3105.85009765625,3100.437744140625,711434
2023-10-23,3096.050048828125,3108.89990234375,3064.0,3072.0,3066.646728515625,374476
2023-10-25,3093.39990234375,3108.0,3052.0,3060.800048828125,3055.46630859375,669290
2023-10-26,3051.10009765625,3055.0,2940.0,2960.300048828125,2955.141357421875,1834111
2023-10-27,2932.800048828125,2974.64990234375,2931.0,2955.14990234375,2950.000244140625,1708185
2023-10-30,2974.0,2991.949951171875,2939.10009765625,2967.10009765625,2961.9296875,878885
2023-10-31,2969.0,3012.75,2966.0,2995.699951171875,2990.479736328125,1152306
2023-11-01,2997.949951171875,3008.89990234375,2930.0,2934.550048828125,2929.436279296875,1029990
2023-11-02,2961.050048828125,2962.0,2934.0,2955.39990234375,2950.249755859375,900125
2023-11-03,2957.0,2982.89990234375,2942.0,2977.85009765625,2977.85009765625,715997
2023-11-06,2998.0,3034.050048828125,2983.85009765625,3029.300048828125,3029.300048828125,620959
2023-11-07,3029.300048828125,3038.949951171875,3002.199951171875,3033.35009765625,3033.35009765625,757998
2023-11-08,3058.0,3098.949951171875,3046.199951171875,3095.25,3095.25,783400
2023-11-09,3100.0,3111.39990234375,3074.050048828125,3080.199951171875,3080.199951171875,849702
2023-11-10,3070.0,3085.0,3040.10009765625,3076.449951171875,3076.449951171875,364232
2023-11-13,3098.0,3098.0,3065.0,3085.60009765625,3085.60009765625,405941
2023-11-15,3085.699951171875,3118.85009765625,3078.699951171875,3116.199951171875,3116.199951171875,700017
2023-11-16,3119.0,3140.89990234375,3097.60009765625,3130.300048828125,3130.300048828125,675454
2023-11-17,3150.0,3228.25,3145.64990234375,3168.89990234375,3168.89990234375,1430175
2023-11-20,3168.89990234375,3171.89990234375,3132.0,3140.35009765625,3140.35009765625,406431
2023-11-21,3156.89990234375,3156.89990234375,3127.0,3133.25,3133.25,409069
2023-11-22,3140.0,3157.0,3121.199951171875,3133.0,3133.0,489889
2023-11-23,3148.0,3171.39990234375,3115.14990234375,3122.949951171875,3122.949951171875,792460
2023-11-24,3118.0,3139.800048828125,3111.0,3136.14990234375,3136.14990234375,756329
2023-11-28,3141.14990234375,3160.0,3136.14990234375,3148.35009765625,3148.35009765625,647883
2023-11-29,3148.35009765625,3170.0,3142.0,3148.35009765625,3148.35009765625,620725
2023-11-30,3148.35009765625,3153.949951171875,3108.35009765625,3119.89990234375,3119.89990234375,1793116
2023-12-01,3146.949951171875,3190.60009765625,3140.25,3173.39990234375,3173.39990234375,960196
2023-12-04,3190.0,3204.449951171875,3166.5,3194.550048828125,3194.550048828125,1018189
2023-12-05,3197.0,3247.64990234375,3180.0,3226.25,3226.25,1005550
2023-12-06,3265.0,3289.0,3232.949951171875,3252.550048828125,3252.550048828125,1229158
2023-12-07,3284.0,3299.949951171875,3246.85009765625,3251.800048828125,3251.800048828125,1071725
2023-12-08,3255.0,3269.800048828125,3227.800048828125,3232.0,3232.0,895852
2023-12-11,3230.0,3245.0,3185.5,3233.0,3233.0,910426
2023-12-12,3228.0,3257.050048828125,3210.0,3224.75,3224.75,1019030
2023-12-13,3240.0,3254.949951171875,3190.300048828125,3243.64990234375,3243.64990234375,1052079
2023-12-14,3255.0,3258.60009765625,3218.0,3241.35009765625,3241.35009765625,923107
2023-12-15,3250.0,3326.35009765625,3242.0,3313.89990234375,3313.89990234375,1631687
